iter	Passed	Remaining
1660	286466	58466
1661	286645	58295
1662	286766	58112
1663	286889	57929
1664	287074	57759
1665	287186	57575
1666	287272	57385
1667	287416	57207
1668	287598	57037
1669	287797	56870
1670	288001	56704
1671	288154	56527
1672	288284	56347
1673	288430	56169
1674	288605	55998
1675	288841	55838
1676	289001	55663
1677	289152	55486
1678	289292	55308
1679	289486	55140
1680	289652	54966
1681	289787	54787
1682	289985	54619
1683	290167	54449
1684	290344	54278
1685	290543	54110
1686	290729	53940
1687	290873	53763
1688	291096	53600
1689	291250	53424
1690	291395	53247
1691	291523	53066
1692	291682	52892
1693	291863	52721
1694	292045	52550
1695	292186	52372
1696	292403	52208
1697	292580	52037
1698	292761	51866
1699	292913	51690
1700	293049	51511
1701	293276	51349
1702	293453	51177
1703	293619	51004
1704	293761	50826
1705	293917	50651
1706	294083	50478
1707	294204	50297
1708	294373	50124
1709	294535	49950
1710	294736	49783
1711	294908	49610
1712	295104	49442
1713	295257	49267
1714	295458	49099
1715	295602	48922
1716	295778	48750
1717	295939	48576
1718	296036	48392
1719	296184	48216
1720	296320	48037
1721	296516	47869
1722	296764	47709
1723	296973	47543
1724	297143	47370
1725	297273	47191
1726	297421	47015
1727	297587	46842
1728	297763	46670
1729	297939	46499
1730	298135	46330
1731	298290	46155
1732	298464	45983
1733	298624	45809
1734	298842	45644
1735	298936	45460
1736	299053	45279
1737	299180	45100
1738	299322	44924
1739	299499	44752
1740	299707	44585
1741	299821	44405
1742	299982	44231
1743	300208	44067
1744	300385	43895
1745	300552	43722
1746	300733	43552
1747	300861	43373
1748	301006	43197
1749	301181	43025
1750	301317	42848
1751	301470	42673
1752	301677	42506
1753	301886	42339
1754	302073	42169
1755	302268	42000
1756	302434	41827
1757	302581	41652
1758	302759	41481
1759	302887	41302
1760	303053	41129
1761	303228	40958
1762	303404	40786
1763	303552	40611
1764	303711	40437
1765	303863	40262
1766	303991	40084
1767	304095	39903
1768	304248	39729
1769	304382	39552
1770	304564	39381
1771	304796	39217
1772	304958	39044
1773	305118	38870
1774	305297	38699
1775	305411	38520
1776	305602	38350
1777	305777	38179
1778	305917	38003
1779	306013	37821
1780	306215	37653
1781	306376	37480
1782	306541	37307
1783	306753	37140
1784	306988	36976
1785	307141	36801
1786	307322	36631
1787	307525	36462
1788	307649	36285
1789	307814	36112
1790	308013	35943
1791	308253	35779
1792	308432	35608
1793	308565	35431
1794	308698	35255
1795	308857	35081
1796	309034	34910
1797	309176	34735
1798	309304	34558
1799	309434	34381
1800	309596	34208
1801	309763	34036
1802	309943	33865
1803	310068	33688
1804	310266	33519
1805	310419	33345
1806	310581	33172
1807	310783	33003
1808	310983	32834
1809	311165	32663
1810	311390	32497
1811	311586	32327
1812	311784	32158
1813	312005	31991
1814	312186	31820
1815	312342	31647
1816	312427	31466
1817	312580	31292
1818	312816	31126
1819	312912	30947
1820	313102	30777
1821	313289	30606
1822	313406	30429
1823	313633	30262
1824	313797	30090
1825	313925	29914
1826	314076	29740
1827	314296	29572
1828	314487	29402
1829	314671	29231
1830	314786	29054
1831	314897	28877
1832	315054	28703
1833	315232	28532
1834	315404	28360
1835	315560	28187
1836	315759	28017
1837	315935	27846
1838	316031	27667
1839	316223	27497
1840	316360	27322
1841	316556	27153
1842	316709	26979
1843	316884	26807
1844	317017	26632
1845	317182	26460
1846	317384	26291
1847	317540	26118
1848	317731	25947
1849	317855	25772
1850	317960	25594
1851	318125	25422
1852	318342	25254
1853	318537	25084
1854	318720	24913
1855	318857	24738
1856	319099	24572
1857	319219	24396
1858	319436	24228
1859	319619	24057
1860	319749	23882
1861	319869	23706
1862	320002	23532
1863	320176	23360
1864	320326	23187
1865	320476	23013
1866	320712	22846
1867	320946	22679
1868	321113	22507
1869	321299	22336
1870	321405	22159
1871	321612	21990
1872	321716	21814
1873	321959	21647
1874	322185	21479
1875	322367	21307
1876	322472	21131
1877	322574	20955
1878	322711	20781
1879	322841	20606
1880	322990	20433
1881	323231	20266
1882	323377	20093
1883	323518	19919
1884	323699	19748
1885	323868	19576
1886	323988	19401
1887	324141	19228
1888	324313	19057
1889	324467	18884
1890	324630	18712
1891	324771	18538
1892	324944	18367
1893	325077	18193
1894	325224	18020
1895	325384	17848
1896	325543	17675
1897	325726	17504
1898	325897	17333
1899	326119	17164
1900	326314	16993
1901	326498	16822
1902	326651	16650
1903	326783	16476
1904	326989	16306
1905	327183	16136
1906	327383	15965
1907	327557	15794
1908	327680	15620
1909	327845	15448
1910	327982	15274
1911	328185	15104
1912	328318	14931
1913	328415	14756
1914	328620	14586
1915	328786	14414
1916	328957	14242
1917	329077	14068
1918	329272	13898
1919	329431	13726
1920	329590	13554
1921	329730	13381
1922	329924	13210
1923	330081	13038
1924	330277	12867
1925	330476	12697
1926	330639	12525
1927	330803	12353
1928	331003	12183
1929	331193	12012
1930	331417	11842
1931	331637	11672
1932	331825	11501
1933	331956	11328
1934	332173	11158
1935	332348	10986
1936	332541	10815
1937	332784	10646
1938	332973	10475
1939	333130	10302
1940	333333	10132
1941	333525	9961
1942	333733	9790
1943	333932	9619
1944	334119	9448
1945	334297	9276
1946	334473	9104
1947	334624	8932
1948	334813	8761
1949	334998	8589
1950	335124	8416
1951	335365	8246
1952	335510	8074
1953	335654	7901
1954	335888	7731
1955	336008	7558
1956	336273	7388
1957	336483	7217
1958	336684	7046
1959	336875	6875
1960	337076	6703
1961	337221	6531
1962	337358	6358
1963	337519	6186
1964	337649	6014
1965	337830	5842
1966	337986	5670
1967	338191	5499
1968	338373	5327
1969	338557	5155
1970	338679	4983
1971	338831	4810
1972	339019	4639
1973	339136	4466
1974	339272	4294
1975	339430	4122
1976	339545	3950
1977	339716	3778
1978	339913	3606
1979	340136	3435
1980	340364	3264
1981	340582	3093
1982	340766	2921
1983	340965	2749
1984	341112	2577
1985	341232	2405
1986	341389	2233
1987	341582	2061
1988	341688	1889
1989	341768	1717
1990	341949	1545
1991	342090	1373
1992	342269	1202
1993	342404	1030
1994	342541	858
1995	342687	686
1996	342801	514
1997	342953	343
1998	343077	171
1999	343248	0
