iter	RMSE
242	200.4422081
243	200.42792
244	200.4106818
245	200.3837389
246	200.3716251
247	200.3594585
248	200.3402315
249	200.3319346
250	200.3074599
251	200.2890593
252	200.2683265
253	200.2590868
254	200.2391857
255	200.2270694
256	200.2093753
257	200.1936751
258	200.1762732
259	200.1571538
260	200.1487568
261	200.1337611
262	200.1230192
263	200.1082892
264	200.0954575
265	200.0808277
266	200.0634683
267	200.0449029
268	200.0267585
269	200.0188262
270	200.0015056
271	199.9844695
272	199.9675926
273	199.9498992
274	199.9380761
275	199.928279
276	199.9194864
277	199.9063922
278	199.889387
279	199.8795088
280	199.8625279
281	199.8472164
282	199.8391937
283	199.8300065
284	199.818488
285	199.8086391
286	199.7867544
287	199.7801798
288	199.7708164
289	199.7610874
290	199.750058
291	199.7426971
292	199.7308334
293	199.7175916
294	199.7052139
295	199.6936944
296	199.679661
297	199.6648653
298	199.6546643
299	199.6386123
300	199.6298487
301	199.6176708
302	199.606208
303	199.5969201
304	199.583578
305	199.5691652
306	199.5586374
307	199.5496729
308	199.5426359
309	199.5336096
310	199.5265069
311	199.5133801
312	199.5067975
313	199.4941147
314	199.4785646
315	199.4671929
316	199.4523716
317	199.4464694
318	199.4438789
319	199.4330185
320	199.4285862
321	199.4173597
322	199.4026436
323	199.3970049
324	199.3902776
325	199.3793611
326	199.3730306
327	199.3648719
328	199.3545982
329	199.344565
330	199.33651
331	199.3318603
332	199.3220495
333	199.3111901
334	199.3027414
335	199.2955268
336	199.2888148
337	199.2777305
338	199.2697981
339	199.2635187
340	199.2564934
341	199.250202
342	199.2446528
343	199.2391705
344	199.2296441
345	199.2222949
346	199.2177129
347	199.2115056
348	199.2069652
349	199.1962304
350	199.1831227
351	199.1775776
352	199.1654496
353	199.1570385
354	199.1506528
355	199.1442111
356	199.137889
357	199.1313793
358	199.1217017
359	199.1130806
360	199.1063423
361	199.1022083
362	199.0919241
363	199.0811398
364	199.0720895
365	199.0654931
366	199.0600209
367	199.0526363
368	199.0468157
369	199.0336424
370	199.0268817
371	199.0155128
372	199.0103102
373	199.0016341
374	198.9962874
375	198.9918913
376	198.9845398
377	198.9775977
378	198.9721602
379	198.9660045
380	198.9610637
381	198.954156
382	198.9467438
383	198.9434659
384	198.9400299
385	198.9369456
386	198.931466
387	198.9214441
388	198.9167045
389	198.9080571
390	198.9037823
391	198.8997486
392	198.8922974
393	198.8880581
394	198.8800006
395	198.872667
396	198.8654448
397	198.8606536
398	198.8535582
399	198.844526
400	198.839422
401	198.8338509
402	198.8270968
403	198.8250878
404	198.8216976
405	198.8161851
406	198.809015
407	198.7989747
408	198.7950056
409	198.7930229
410	198.7904665
411	198.785034
412	198.7756164
413	198.7716872
414	198.7658531
415	198.7609555
416	198.7574949
417	198.7542267
418	198.749351
419	198.7434088
420	198.7392223
421	198.7355432
422	198.7288363
423	198.7247491
424	198.7219189
425	198.7179924
426	198.7153757
427	198.7124211
428	198.711441
429	198.7079648
430	198.7078696
431	198.7047278
432	198.7013574
433	198.6988347
434	198.6915892
435	198.6888353
436	198.6837618
437	198.6798552
438	198.6749876
439	198.6694367
440	198.6660133
441	198.6612394
442	198.6585309
443	198.6504746
444	198.6478425
445	198.6420121
446	198.6363924
447	198.628113
448	198.6251842
449	198.6215253
450	198.61603
451	198.6105311
452	198.6042636
453	198.6024654
454	198.5985627
455	198.5926564
456	198.5870041
457	198.5833106
458	198.5771962
459	198.5722008
460	198.5666845
461	198.5599689
462	198.5571836
463	198.5524939
464	198.5486035
465	198.5423561
466	198.5353817
467	198.5324357
468	198.5300443
469	198.5252282
470	198.522915
471	198.5209729
472	198.5175441
473	198.5126022
474	198.5079513
475	198.5050557
476	198.4994463
477	198.4974104
478	198.4966831
479	198.4916411
480	198.4878432
481	198.4839393
482	198.4808656
483	198.4782021
484	198.4778624
485	198.4739998
486	198.4703594
487	198.467602
488	198.4647355
489	198.4628655
490	198.4594556
491	198.4568142
492	198.4537386
493	198.4523671
494	198.4523609
495	198.4472792
496	198.4410734
497	198.4360176
498	198.4312026
499	198.4293624
500	198.4261633
501	198.4222677
502	198.4213874
503	198.4176496
504	198.4152635
505	198.4135426
506	198.4124415
507	198.4088404
508	198.4058479
509	198.4041098
510	198.40384
511	198.4004403
512	198.3990698
513	198.3974877
514	198.3961302
515	198.3937432
516	198.391661
517	198.3894555
518	198.3866496
519	198.3821281
520	198.3790634
521	198.3754818
522	198.3734264
523	198.3713012
524	198.3656354
525	198.365282
526	198.3622722
527	198.3608647
528	198.3553488
529	198.3513647
530	198.34907
531	198.3447529
532	198.34248
533	198.3406302
534	198.3372012
535	198.3352968
536	198.3341841
537	198.3292166
538	198.3267276
539	198.3247588
540	198.3206874
541	198.3187875
542	198.3180775
543	198.3164904
544	198.3128724
545	198.3103547
546	198.3074348
547	198.3042121
548	198.3017731
549	198.2999053
550	198.2976198
551	198.2940915
552	198.2910372
553	198.29101
554	198.289223
555	198.2874587
556	198.2867175
557	198.2794393
558	198.2766644
559	198.2705954
560	198.265701
561	198.2631343
562	198.2616775
563	198.2588034
564	198.2556348
565	198.2538757
566	198.2505546
567	198.2489445
568	198.2437265
569	198.2415951
570	198.2392202
571	198.2370788
572	198.2357082
573	198.2315437
574	198.2296129
575	198.2281068
576	198.225556
577	198.2234971
578	198.223392
579	198.2214373
580	198.2171726
581	198.2147724
582	198.2126778
583	198.2113875
584	198.209572
585	198.2080572
586	198.2041286
587	198.2004422
588	198.1988771
589	198.1986958
590	198.1974783
591	198.195672
592	198.1942394
593	198.1942044
594	198.1941049
595	198.1924885
596	198.1905219
597	198.1883951
598	198.1843703
599	198.1827042
600	198.1799739
601	198.1769677
602	198.1757068
603	198.1740476
604	198.1721145
605	198.1685194
606	198.1667503
607	198.1647094
608	198.1637104
609	198.1636074
610	198.1610782
611	198.1599112
612	198.1579205
613	198.1578491
614	198.1564345
615	198.1519603
616	198.1507679
617	198.1505426
618	198.1497761
619	198.1481112
620	198.1447289
621	198.142985
622	198.1404999
623	198.1395689
624	198.1360768
625	198.1357671
626	198.1341038
627	198.1322555
628	198.130757
629	198.1276671
630	198.1275437
631	198.1253502
632	198.1241193
633	198.1240548
634	198.1240536
635	198.1228272
636	198.1228218
637	198.1228064
638	198.1214746
639	198.119735
640	198.1190032
641	198.1187051
642	198.118443
643	198.1168532
644	198.1135685
645	198.1135676
646	198.1121676
647	198.1102942
648	198.1081298
649	198.1068113
650	198.1026669
651	198.0990921
652	198.0980208
653	198.096537
654	198.0947087
655	198.0947009
656	198.093454
657	198.0916412
658	198.0895984
659	198.0866948
660	198.0840347
661	198.0830364
662	198.0819843
663	198.0805919
664	198.0798222
665	198.0762622
666	198.0748371
667	198.0732894
668	198.071783
669	198.0709163
670	198.0706326
671	198.067953
672	198.0666388
673	198.0665917
674	198.0657989
675	198.0657951
676	198.0645233
677	198.0644611
678	198.0622834
679	198.0622231
680	198.0612203
681	198.0601173
682	198.0581317
683	198.0568955
684	198.0567976
685	198.0549892
686	198.0514259
687	198.0487974
688	198.0487348
689	198.0487233
690	198.0454427
691	198.0453994
692	198.045303
693	198.0442946
694	198.0433589
695	198.0433337
696	198.0432864
697	198.041929
698	198.0396489
699	198.0385176
700	198.0377659
701	198.0377623
702	198.0370754
703	198.0359663
704	198.0336142
705	198.0335866
706	198.0325182
707	198.0300753
708	198.0291801
709	198.0291558
710	198.0275093
711	198.0274781
712	198.0265931
713	198.0258804
714	198.0256142
715	198.0248837
716	198.0230442
717	198.0215485
718	198.0215474
719	198.0208377
720	198.0191726
721	198.0182138
722	198.0175615
723	198.0175428
724	198.0159274
725	198.0149013
726	198.0132243
727	198.0131647
728	198.0112974
729	198.010332
730	198.0092967
731	198.0079975
732	198.0076488
733	198.0052736
734	198.0040461
735	198.0026798
736	198.0009481
737	197.9996625
738	197.9996034
739	197.9987143
740	197.9978292
741	197.9977682
742	197.9971834
743	197.9961496
744	197.9944126
745	197.9920941
746	197.9908621
747	197.9908454
748	197.9898311
749	197.989755
750	197.9886181
751	197.9885149
752	197.987342
753	197.9873406
754	197.9857409
755	197.9857031
756	197.9822238
757	197.9821958
758	197.9821846
759	197.9821624
760	197.9813178
761	197.9804588
762	197.9796406
763	197.9786206
764	197.9785753
765	197.9777308
766	197.9777032
767	197.977453
768	197.9774212
769	197.9764919
770	197.9764743
771	197.9756598
772	197.9756486
773	197.9756307
774	197.9741178
775	197.9732719
776	197.9709483
777	197.9694225
778	197.9687437
779	197.9677152
780	197.9665357
781	197.965465
782	197.9642087
783	197.9632713
784	197.9624809
785	197.9609668
786	197.9602586
787	197.9602052
788	197.9591748
789	197.9584177
790	197.9578802
791	197.9572868
792	197.9565994
793	197.9557067
794	197.9553554
795	197.9535077
796	197.952637
797	197.9525656
798	197.9524954
799	197.9498165
800	197.9488617
801	197.9488091
802	197.9472717
803	197.9465159
804	197.9456761
805	197.9451711
806	197.9444563
807	197.9438542
808	197.9434422
809	197.943375
810	197.9422414
811	197.9415315
812	197.9404596
813	197.9372951
814	197.9351467
815	197.9343842
816	197.9335916
817	197.9303168
818	197.930292
819	197.9277225
820	197.9265899
821	197.9265662
822	197.9256056
823	197.9255685
824	197.924665
825	197.924025
826	197.9229498
827	197.9222917
828	197.9215435
829	197.9214637
830	197.9211388
831	197.9204807
832	197.920406
833	197.9203702
834	197.9191814
835	197.9184737
836	197.9160992
837	197.9151028
838	197.9150463
839	197.9134165
840	197.9126555
841	197.9118804
842	197.9107174
843	197.9089542
844	197.9088934
845	197.9082558
846	197.9072689
847	197.9069985
848	197.9062621
849	197.905837
850	197.9050142
851	197.9049706
852	197.9027589
853	197.9014381
854	197.9013947
855	197.9002563
856	197.8994666
857	197.8984382
858	197.8982729
859	197.8978724
860	197.8965916
861	197.896523
862	197.8959662
863	197.8957541
864	197.8957121
865	197.8933582
866	197.8930249
867	197.8921222
868	197.8914413
869	197.8914231
870	197.8910631
871	197.8909178
872	197.8904261
873	197.8904227
874	197.8894875
875	197.8893464
876	197.8882495
877	197.8875754
878	197.886686
879	197.8851135
880	197.8840202
881	197.8839355
882	197.8836379
883	197.8826161
884	197.8824607
885	197.8824339
886	197.8817758
887	197.8813181
888	197.8804841
889	197.8801663
890	197.8794053
891	197.8790761
892	197.8783263
893	197.8780463
894	197.8778668
895	197.877262
896	197.8772368
897	197.8761958
898	197.8759795
899	197.8750258
900	197.8750135
901	197.8749447
902	197.8739998
903	197.8737288
904	197.8735578
905	197.8726084
906	197.872085
907	197.8716333
908	197.8716089
909	197.8698056
910	197.8692955
911	197.8692885
912	197.8686549
913	197.8686319
914	197.8685879
915	197.868393
916	197.8676796
917	197.8676251
918	197.8676052
919	197.8675144
920	197.8673153
921	197.866677
922	197.8660527
923	197.8654227
924	197.8653392
925	197.8646523
926	197.8638647
927	197.863825
928	197.863249
929	197.8620784
930	197.8614909
931	197.8614629
932	197.8606171
933	197.8605608
934	197.8605451
935	197.8599695
936	197.859807
937	197.8590629
938	197.8584107
939	197.8577525
940	197.8569903
941	197.8564439
942	197.8561164
943	197.8540742
944	197.8538433
945	197.8531281
946	197.8522805
947	197.8518198
948	197.8517922
949	197.8509026
950	197.850638
951	197.8500754
952	197.8492312
953	197.8486336
954	197.8480061
955	197.8475077
956	197.8474129
957	197.8471702
958	197.8471547
959	197.8470825
960	197.8466421
961	197.8457905
962	197.8457107
963	197.8452407
964	197.8438011
965	197.8437938
966	197.8432867
967	197.8426582
968	197.8425465
969	197.8419166
970	197.8419086
971	197.8417804
972	197.8416821
973	197.8410763
974	197.8403891
975	197.8400353
976	197.8396856
977	197.8390736
978	197.839026
979	197.8390062
980	197.8389551
981	197.838853
982	197.8388405
983	197.8387977
984	197.83845
985	197.8377866
986	197.8370831
987	197.8365345
988	197.8363983
989	197.8358285
990	197.8353393
991	197.834755
992	197.8342424
993	197.8341373
994	197.8336517
995	197.8328855
996	197.8325521
997	197.832507
998	197.8320296
999	197.831469
1000	197.8287902
1001	197.8284056
1002	197.828357
1003	197.825826
1004	197.8257892
1005	197.825706
1006	197.8249918
1007	197.8243776
1008	197.8240778
1009	197.8226576
1010	197.8219433
1011	197.820824
1012	197.8204932
1013	197.8184112
1014	197.8177409
1015	197.8177214
1016	197.8173591
1017	197.8170877
1018	197.8170739
1019	197.8170585
1020	197.8166225
1021	197.8157694
1022	197.8152971
1023	197.8147562
1024	197.8142181
1025	197.8142149
1026	197.8139946
1027	197.8138951
1028	197.8138686
1029	197.813078
1030	197.8107386
1031	197.8102851
1032	197.8080921
1033	197.8077902
1034	197.8070851
1035	197.8070718
1036	197.8065543
1037	197.8061875
1038	197.8057751
1039	197.8045472
1040	197.8041552
1041	197.803549
1042	197.8030757
1043	197.8030602
1044	197.8029643
1045	197.8028684
1046	197.8019425
1047	197.8018912
1048	197.8018583
1049	197.8018307
1050	197.8007839
1051	197.8006617
1052	197.8005869
1053	197.7996983
1054	197.7990038
1055	197.7989692
1056	197.7986393
1057	197.7980649
1058	197.7972404
1059	197.7972146
1060	197.7965697
1061	197.7960686
1062	197.7956043
1063	197.7955864
1064	197.795194
1065	197.794864
1066	197.7948349
1067	197.794268
1068	197.7942422
1069	197.7940164
1070	197.7927434
1071	197.7922387
1072	197.791943
1073	197.7913497
1074	197.789771
1075	197.789285
1076	197.7892115
1077	197.7890206
1078	197.7881415
1079	197.7875004
1080	197.7869613
1081	197.7865289
1082	197.7861157
1083	197.7859628
1084	197.7858808
1085	197.7855693
1086	197.7850862
1087	197.784907
1088	197.7844399
1089	197.7843131
1090	197.7829513
1091	197.7822892
1092	197.7808659
1093	197.7808644
1094	197.7808301
1095	197.7805711
1096	197.7794128
1097	197.7793924
1098	197.7793487
1099	197.7784224
1100	197.7784194
1101	197.7783465
1102	197.7783162
1103	197.7777963
1104	197.7776726
1105	197.7771833
1106	197.7771728
1107	197.7759401
1108	197.7753953
1109	197.775231
1110	197.7751113
1111	197.774631
1112	197.7745434
1113	197.7740572
1114	197.7739684
1115	197.7731727
1116	197.7727658
1117	197.7724262
1118	197.77169
1119	197.7711456
1120	197.7708353
1121	197.7699996
1122	197.7699278
1123	197.7682351
1124	197.7677867
1125	197.7677749
1126	197.7661362
1127	197.764155
1128	197.7630482
1129	197.7630236
1130	197.7629135
1131	197.7626517
1132	197.7626403
1133	197.7624552
1134	197.7620242
1135	197.7617608
1136	197.7616539
1137	197.7613365
1138	197.761334
1139	197.7612728
1140	197.7605966
1141	197.7603182
1142	197.7596532
1143	197.7586826
1144	197.7585736
1145	197.7585665
1146	197.758556
1147	197.758034
1148	197.7573692
1149	197.7572839
1150	197.7570449
1151	197.757001
1152	197.7563968
1153	197.7559037
1154	197.7549712
1155	197.7548884
1156	197.7548055
1157	197.7532266
1158	197.7525145
1159	197.752449
1160	197.7510663
1161	197.7504458
1162	197.7501102
1163	197.7494498
1164	197.7494386
1165	197.7490215
1166	197.7487094
1167	197.7482221
1168	197.7480869
1169	197.748003
1170	197.7475701
1171	197.7475673
1172	197.7464864
1173	197.7455676
1174	197.7455649
1175	197.7452666
1176	197.744447
1177	197.7437794
1178	197.7435189
1179	197.7435164
1180	197.7432198
1181	197.7425397
1182	197.7418494
1183	197.7418409
1184	197.7417379
1185	197.7417367
1186	197.7410446
1187	197.7410304
1188	197.7406856
1189	197.7406353
1190	197.7405703
1191	197.74053
1192	197.7404516
1193	197.7398078
1194	197.7398031
1195	197.7392755
1196	197.7392067
1197	197.7391485
1198	197.7387794
1199	197.7387473
1200	197.7383181
1201	197.7378142
1202	197.7377892
1203	197.736925
1204	197.7361002
1205	197.7360987
1206	197.7357397
1207	197.7352402
1208	197.7352022
1209	197.7351605
1210	197.7349146
1211	197.7348712
1212	197.7344606
1213	197.7341807
1214	197.7341338
1215	197.7326031
1216	197.7322267
1217	197.7321256
1218	197.7317208
1219	197.7311233
1220	197.7306737
1221	197.7298526
1222	197.7290225
1223	197.7279883
1224	197.7279472
1225	197.7265715
1226	197.7262873
1227	197.7257884
1228	197.7257861
1229	197.7247464
1230	197.7245695
1231	197.7245303
1232	197.7242605
1233	197.7235159
1234	197.7232426
1235	197.7229671
1236	197.7229648
1237	197.7225657
1238	197.7225623
1239	197.721729
1240	197.7206512
1241	197.7203136
1242	197.7191138
1243	197.7187542
1244	197.7186479
1245	197.7186453
1246	197.7183011
1247	197.7180688
1248	197.7180666
1249	197.717741
1250	197.7174585
1251	197.717411
1252	197.7174101
1253	197.7174027
1254	197.7172837
1255	197.7169599
1256	197.7165272
1257	197.716525
1258	197.7162244
1259	197.7161907
1260	197.7158134
1261	197.7157368
1262	197.7151817
1263	197.7146056
1264	197.7145314
1265	197.7145133
1266	197.7141469
1267	197.7133433
1268	197.7133258
1269	197.7126224
1270	197.7118154
1271	197.7110869
1272	197.7107902
1273	197.7107197
1274	197.7106877
1275	197.7102927
1276	197.7102906
1277	197.7099133
1278	197.7093883
1279	197.7090904
1280	197.7088974
1281	197.7085861
1282	197.7085233
1283	197.7081028
1284	197.7078801
1285	197.7064849
1286	197.7057565
1287	197.7053377
1288	197.7053034
1289	197.704821
1290	197.7035852
1291	197.7033264
1292	197.7033243
1293	197.7022868
1294	197.7020021
1295	197.700681
1296	197.7006713
1297	197.7001948
1298	197.6991367
1299	197.6990987
1300	197.6988007
1301	197.6984233
1302	197.6977213
1303	197.6977166
1304	197.6976507
1305	197.6969781
1306	197.6967085
1307	197.6965683
1308	197.696533
1309	197.6965191
1310	197.6954884
1311	197.6953636
1312	197.6945567
1313	197.6945558
1314	197.6944787
1315	197.6943606
1316	197.6943287
1317	197.6943062
1318	197.6942436
1319	197.6939623
1320	197.6929608
1321	197.6926933
1322	197.6911552
1323	197.6909317
1324	197.6908537
1325	197.6902127
1326	197.6900834
1327	197.6895214
1328	197.6892513
1329	197.6891687
1330	197.6891639
1331	197.689042
1332	197.6887122
1333	197.6882042
1334	197.6879464
1335	197.6878861
1336	197.6875252
1337	197.6867632
1338	197.6859179
1339	197.685532
1340	197.6854562
1341	197.6854031
1342	197.6851397
1343	197.6850212
1344	197.6845445
1345	197.6839179
1346	197.6837716
1347	197.6834107
1348	197.6834033
1349	197.6833235
1350	197.6830454
1351	197.6829519
1352	197.6828334
1353	197.682488
1354	197.6815335
1355	197.6812808
1356	197.6810132
1357	197.6810068
1358	197.6809141
1359	197.6805693
1360	197.680461
1361	197.6803072
1362	197.6798007
1363	197.6794613
1364	197.6788448
1365	197.6787997
1366	197.6787557
1367	197.6782599
1368	197.678225
1369	197.678223
1370	197.6775983
1371	197.6772297
1372	197.677207
1373	197.6770831
1374	197.6764755
1375	197.6764391
1376	197.6762353
1377	197.6761984
1378	197.6754942
1379	197.6754204
1380	197.6749164
1381	197.6749095
1382	197.6748447
1383	197.6739283
1384	197.6738993
1385	197.6738269
1386	197.6731936
1387	197.6731559
1388	197.6731481
1389	197.6730771
1390	197.6723917
1391	197.6718203
1392	197.6709835
1393	197.6709344
1394	197.6709277
1395	197.6700106
1396	197.6699819
1397	197.6698606
1398	197.6698392
1399	197.6695969
1400	197.6683777
1401	197.6682403
1402	197.6678921
1403	197.6677573
1404	197.667622
1405	197.6675841
1406	197.6675645
1407	197.6675559
1408	197.6672992
1409	197.6670468
1410	197.6665874
1411	197.66632
1412	197.666268
1413	197.6660279
1414	197.6659673
1415	197.6655679
1416	197.6655015
1417	197.664866
1418	197.6648641
1419	197.6645969
1420	197.6645751
1421	197.6645518
1422	197.6642528
1423	197.6642506
1424	197.6642457
1425	197.6640953
1426	197.6640506
1427	197.6637687
1428	197.6637118
1429	197.6632469
1430	197.6630973
1431	197.6630893
1432	197.6622154
1433	197.6622089
1434	197.6620424
1435	197.661273
1436	197.6608272
1437	197.6605579
1438	197.6602212
1439	197.6597812
1440	197.6591801
1441	197.6590956
1442	197.6585114
1443	197.6584759
1444	197.6584646
1445	197.6582453
1446	197.6576999
1447	197.6572287
1448	197.6567908
1449	197.656789
1450	197.6566801
1451	197.6557415
1452	197.6557245
1453	197.6555606
1454	197.655286
1455	197.6549963
1456	197.6545773
1457	197.6541781
1458	197.6537167
1459	197.6533347
1460	197.6531747
1461	197.6528483
1462	197.6528442
1463	197.6527947
1464	197.651998
1465	197.6519927
1466	197.6518146
1467	197.6515564
1468	197.6511681
1469	197.6506043
1470	197.6503329
1471	197.6499599
1472	197.6488464
1473	197.64865
1474	197.6483183
1475	197.6482119
1476	197.6482099
1477	197.6482044
1478	197.6480011
1479	197.6480003
1480	197.6471623
1481	197.6467332
1482	197.6459669
1483	197.6455706
1484	197.6452358
1485	197.6449995
1486	197.6445827
1487	197.6438821
1488	197.6433194
1489	197.6428768
1490	197.6419471
1491	197.6418822
1492	197.6417605
1493	197.6412781
1494	197.6408535
1495	197.6403022
1496	197.6402963
1497	197.6402953
1498	197.6402828
1499	197.640133
1500	197.6392036
1501	197.6392024
1502	197.6388928
1503	197.6386584
1504	197.6383608
1505	197.6382802
1506	197.6368698
1507	197.6361377
1508	197.6360051
1509	197.6356437
1510	197.6353906
1511	197.6351109
1512	197.6348934
1513	197.634482
1514	197.6337584
1515	197.6330178
1516	197.633013
1517	197.6328575
1518	197.6325175
1519	197.6324712
1520	197.6322262
1521	197.6320902
1522	197.6319984
1523	197.6313158
1524	197.6303505
1525	197.629566
1526	197.6294006
1527	197.6283874
1528	197.6281842
1529	197.6280545
1530	197.6279307
1531	197.6274082
1532	197.6272587
1533	197.6269955
1534	197.6268129
1535	197.6268003
1536	197.6266248
1537	197.6266037
1538	197.6263318
1539	197.626178
1540	197.6259121
1541	197.625411
1542	197.6248224
1543	197.6245892
1544	197.6244303
1545	197.6235221
1546	197.6233099
1547	197.6230753
1548	197.6228054
1549	197.6219257
1550	197.6216244
1551	197.6212198
1552	197.6210384
1553	197.6207261
1554	197.6198648
1555	197.6198229
1556	197.6196002
1557	197.6191512
1558	197.6190961
1559	197.6190882
1560	197.6190485
1561	197.6189152
1562	197.6188457
1563	197.6182139
1564	197.6182116
1565	197.6178762
1566	197.6178088
1567	197.6175169
1568	197.6172752
1569	197.617026
1570	197.6167422
1571	197.6167363
1572	197.6167251
1573	197.616165
1574	197.6160575
1575	197.6159926
1576	197.6159872
1577	197.615279
1578	197.6147772
1579	197.6147366
1580	197.6143511
1581	197.6136833
1582	197.6131167
1583	197.6126263
1584	197.6123612
1585	197.6121257
1586	197.6114743
1587	197.6112014
1588	197.6106035
1589	197.6105482
1590	197.6103122
1591	197.6098882
1592	197.6094898
1593	197.6094821
1594	197.6092356
1595	197.6091492
1596	197.6091458
1597	197.6089468
1598	197.6087664
1599	197.6083306
1600	197.6077569
1601	197.6073377
1602	197.6068661
1603	197.6064989
1604	197.6063458
1605	197.6059667
1606	197.6057792
1607	197.6056881
1608	197.6052656
1609	197.6052269
1610	197.6044384
1611	197.6039823
1612	197.6039786
1613	197.6038269
1614	197.6036216
1615	197.6032854
1616	197.6032245
1617	197.6030313
1618	197.6030309
1619	197.6023056
1620	197.6018613
1621	197.6017815
1622	197.6010607
1623	197.6008576
1624	197.6002412
1625	197.6002154
1626	197.600212
1627	197.6000362
1628	197.5997477
1629	197.5993153
1630	197.5991782
1631	197.598624
1632	197.5979489
1633	197.5970534
1634	197.596825
1635	197.5968182
1636	197.5967596
1637	197.5962595
1638	197.5959871
1639	197.5959828
1640	197.5953877
1641	197.5945842
1642	197.5945781
1643	197.5943925
1644	197.5943371
1645	197.5941399
1646	197.5938796
1647	197.5938246
1648	197.5936012
1649	197.5935988
1650	197.5933286
1651	197.5932755
1652	197.5932628
1653	197.5922674
1654	197.5920665
1655	197.5920153
1656	197.5914768
1657	197.5914693
1658	197.5913428
1659	197.5910194
1660	197.5905008
1661	197.5901679
1662	197.5898534
1663	197.5898144
1664	197.5895005
1665	197.589498
1666	197.5894964
1667	197.5894949
1668	197.5889632
1669	197.5887186
1670	197.5882143
1671	197.5879383
1672	197.5879325
1673	197.5875054
1674	197.5870231
1675	197.586839
1676	197.5862992
1677	197.5862401
1678	197.5855361
1679	197.5852234
1680	197.5850655
1681	197.5849919
