iter	RMSE
1682	197.5847299
1683	197.5844952
1684	197.5843263
1685	197.5842917
1686	197.5840608
1687	197.584003
1688	197.5838511
1689	197.583503
1690	197.5834542
1691	197.5833989
1692	197.5829441
1693	197.5825262
1694	197.5820051
1695	197.5819317
1696	197.5817383
1697	197.58112
1698	197.5799727
1699	197.5795894
1700	197.5794866
1701	197.579159
1702	197.5791119
1703	197.5790704
1704	197.5790223
1705	197.5788501
1706	197.5785235
1707	197.5784314
1708	197.5779632
1709	197.5777158
1710	197.5773544
1711	197.5772516
1712	197.5770796
1713	197.5770759
1714	197.5768931
1715	197.5767481
1716	197.5764997
1717	197.5761487
1718	197.5761486
1719	197.5755339
1720	197.575281
1721	197.5743308
1722	197.573771
1723	197.5733501
1724	197.5733045
1725	197.5729835
1726	197.5729545
1727	197.5724335
1728	197.572328
1729	197.5719285
1730	197.5713681
1731	197.5706835
1732	197.5703594
1733	197.5699957
1734	197.5698339
1735	197.5698314
1736	197.5694826
1737	197.5693739
1738	197.5691457
1739	197.5688114
1740	197.5686503
1741	197.5686491
1742	197.5684743
1743	197.5681381
1744	197.5680047
1745	197.5679822
1746	197.5676403
1747	197.5674057
1748	197.5672237
1749	197.5666791
1750	197.5666522
1751	197.5666503
1752	197.5665226
1753	197.5662259
1754	197.5656615
1755	197.5655897
1756	197.5651051
1757	197.5647367
1758	197.5642368
1759	197.5641701
1760	197.5639934
1761	197.5638676
1762	197.5636029
1763	197.5627767
1764	197.5625907
1765	197.5625735
1766	197.5625676
1767	197.5625649
1768	197.5623506
1769	197.5621831
1770	197.5619236
1771	197.5617268
1772	197.5617172
1773	197.5614325
1774	197.5613989
1775	197.5613965
1776	197.5612514
1777	197.5609455
1778	197.5609436
1779	197.5609421
1780	197.5607511
1781	197.5604826
1782	197.5604223
1783	197.5603121
1784	197.5601609
1785	197.5593401
1786	197.5585484
1787	197.5583665
1788	197.5579164
1789	197.5574524
1790	197.557385
1791	197.5572411
1792	197.5572175
1793	197.5571305
1794	197.5570849
1795	197.5569571
1796	197.5568321
1797	197.5568301
1798	197.5567607
1799	197.5565069
1800	197.5563894
1801	197.5560041
1802	197.5557595
1803	197.5557145
1804	197.5555802
1805	197.5553151
1806	197.5550612
1807	197.5548517
1808	197.5544778
1809	197.5543355
1810	197.5541177
1811	197.553881
1812	197.553733
1813	197.5536057
1814	197.5534255
1815	197.5534245
1816	197.5534241
1817	197.5533256
1818	197.5531555
1819	197.5531532
1820	197.5529359
1821	197.5525219
1822	197.5525129
1823	197.5523528
1824	197.5522222
1825	197.5522194
1826	197.5514068
1827	197.5510086
1828	197.5505089
1829	197.5502714
1830	197.5499186
1831	197.5499115
1832	197.5491447
1833	197.5490073
1834	197.5488591
1835	197.548701
1836	197.5485829
1837	197.5481085
1838	197.5481083
1839	197.5477741
1840	197.5473189
1841	197.5469993
1842	197.5469839
1843	197.5456721
1844	197.5454805
1845	197.5451051
1846	197.5445332
1847	197.5443123
1848	197.5439659
1849	197.5439238
1850	197.5439207
1851	197.5438907
1852	197.5431491
1853	197.5431289
1854	197.5430653
1855	197.5430549
1856	197.5429208
1857	197.5429076
1858	197.5425918
1859	197.5421732
1860	197.5420536
1861	197.5420387
1862	197.5418269
1863	197.5418113
1864	197.5415588
1865	197.5414976
1866	197.5413713
1867	197.5412223
1868	197.5410305
1869	197.5402261
1870	197.5402233
1871	197.5401022
1872	197.5400995
1873	197.5399705
1874	197.5397417
1875	197.5390742
1876	197.539072
1877	197.5390702
1878	197.539009
1879	197.5389874
1880	197.5388225
1881	197.5387523
1882	197.5387506
1883	197.5382713
1884	197.5382023
1885	197.5380803
1886	197.5380754
1887	197.538017
1888	197.5377363
1889	197.5375133
1890	197.5371202
1891	197.5369089
1892	197.5367153
1893	197.5366722
1894	197.5364565
1895	197.536237
1896	197.5360032
1897	197.5359578
1898	197.5356383
1899	197.5354435
1900	197.5351414
1901	197.5348527
1902	197.5340268
1903	197.5340097
1904	197.5339912
1905	197.5335552
1906	197.5332283
1907	197.533186
1908	197.5327663
1909	197.5323395
1910	197.5322017
1911	197.531382
1912	197.5313793
1913	197.5313752
1914	197.5310593
1915	197.5309416
1916	197.5308155
1917	197.5307651
1918	197.5305976
1919	197.5305487
1920	197.5304485
1921	197.5304458
1922	197.53017
1923	197.530143
1924	197.5301163
1925	197.5297063
1926	197.5296516
1927	197.5294527
1928	197.5293049
1929	197.5285431
1930	197.5281708
1931	197.5275853
1932	197.5274742
1933	197.5274575
1934	197.5271513
1935	197.5267787
1936	197.52623
1937	197.5261126
1938	197.5259812
1939	197.5259701
1940	197.5256992
1941	197.5254711
1942	197.5253376
1943	197.5250627
1944	197.5250165
1945	197.5242773
1946	197.5239422
1947	197.5238618
1948	197.5233149
1949	197.5232009
1950	197.523195
1951	197.5230846
1952	197.5230766
1953	197.5228333
1954	197.5223325
1955	197.5223213
1956	197.5222065
1957	197.522016
1958	197.5219213
1959	197.5218002
1960	197.5212435
1961	197.5212423
1962	197.5212112
1963	197.5210951
1964	197.5207284
1965	197.5205528
1966	197.5205047
1967	197.5201936
1968	197.5201037
1969	197.5199168
1970	197.5199117
1971	197.5198269
1972	197.5197248
1973	197.5197123
1974	197.5197105
1975	197.5196636
1976	197.5196626
1977	197.5193678
1978	197.5188238
1979	197.5187214
1980	197.5186024
1981	197.5184233
1982	197.5181213
1983	197.5180105
1984	197.5180015
1985	197.5179839
1986	197.5178741
1987	197.5175831
1988	197.5175709
1989	197.5175692
1990	197.5175062
1991	197.5173133
1992	197.5170439
1993	197.516391
1994	197.5162815
1995	197.516244
1996	197.5162409
1997	197.5162358
1998	197.5159575
1999	197.5159241
